brand,year,age_years,mileage_km,fuel_type,transmission,body_type,condition,color,num_owners,accident_history,service_records,engine_size_L,horsepower,battery_range_km,battery_health_pct,charging_speed_kw,ev_incentive_2026_usd,is_ev,price_usd
Hyundai,2025,1,58288,EV,Automatic,Sedan,Good,Blue,3,0,0,,501,277.0,97.68588229111583,250.0,5000,1,37651.69
Tesla,2015,11,107007,EV,Automatic,Coupe,Excellent,Brown,2,0,1,,461,428.0,84.15383630846765,150.0,0,1,17799.19
Nissan,2018,8,269473,Hybrid,Automatic,SUV,Fair,White,1,0,1,1.6,333,,,,0,0,2000.0
Nissan,2010,16,138518,EV,Automatic,Sedan,Fair,Silver,3,0,1,,763,229.0,60.0,11.0,5000,1,2000.0
Chevrolet,2015,11,241688,Hybrid,Manual,Coupe,Good,Red,2,0,1,3.0,441,,,,0,0,2000.0
Nissan,2021,5,74907,EV,Automatic,SUV,Good,Blue,1,1,1,,925,354.0,86.1093317027717,250.0,7500,1,37721.97
Ford,2014,12,343177,Petrol,Automatic,Sedan,Poor,Gray,4,1,1,1.6,457,,,,0,0,2000.0
Honda,2022,4,72975,Petrol,Automatic,Coupe,Good,Red,2,0,0,1.6,333,,,,0,0,23942.49
Ford,2020,6,113458,Petrol,Automatic,Sedan,Excellent,Black,4,0,1,2.0,238,,,,0,0,2673.9
Toyota,2025,1,18877,Petrol,Manual,Truck,Good,Black,1,0,0,3.5,528,,,,0,0,24035.93
Chevrolet,2024,2,77830,Hybrid,Automatic,SUV,Good,White,1,0,1,1.8,365,,,,0,0,17250.45
Lucid,2015,11,167576,EV,Automatic,Sedan,Good,White,1,0,1,,920,631.0,69.7384824891497,250.0,7500,1,116740.03
Toyota,2023,3,140010,Diesel,Automatic,Sedan,Excellent,Brown,3,0,1,3.5,119,,,,0,0,17494.28
Honda,2020,6,152193,Petrol,Automatic,Sedan,Good,Red,4,0,0,3.5,317,,,,0,0,5183.18
Tesla,2017,9,88110,EV,Automatic,Van,Good,Green,3,0,1,,350,280.0,80.14072549710792,150.0,3500,1,54676.79
Lucid,2014,12,177135,EV,Automatic,SUV,Good,Black,2,0,1,,559,485.0,74.40709055326303,250.0,5000,1,42774.27
BMW,2011,15,350000,Petrol,Automatic,Hatchback,Poor,Brown,2,0,1,3.5,93,,,,0,0,9207.32
Tesla,2021,5,94447,EV,Automatic,Coupe,Excellent,Black,1,0,1,,1083,458.0,86.0358676322071,50.0,3500,1,74149.72
Toyota,2021,5,209999,Diesel,Manual,Truck,Good,Silver,2,0,0,1.0,299,,,,0,0,16412.2
Honda,2011,15,276397,Petrol,CVT,Coupe,Fair,White,3,0,1,1.4,241,,,,0,0,2000.0
Subaru,2019,7,231284,Petrol,Automatic,Sedan,Excellent,Silver,4,1,1,1.4,246,,,,0,0,2000.0
Polestar,2025,1,16482,EV,Automatic,Sedan,Good,Silver,1,0,1,,237,568.0,98.52687859609426,250.0,0,1,72905.87
Toyota,2014,12,342170,Petrol,Automatic,Coupe,Excellent,Green,2,0,1,1.0,295,,,,0,0,2000.0
Polestar,2012,14,138259,EV,Automatic,Truck,Fair,Black,4,0,1,,558,541.0,67.80689625729114,350.0,3500,1,63263.04
Hyundai,2019,7,119433,EV,Automatic,Hatchback,Fair,White,4,0,1,,651,299.0,92.29846785342505,100.0,3500,1,13614.84
Nissan,2012,14,266076,EV,Automatic,Truck,Excellent,Blue,1,1,1,,602,284.0,76.59963841509666,50.0,7500,1,2000.0
Tesla,2017,9,143439,EV,Automatic,Coupe,Excellent,Green,1,0,1,,891,412.0,82.42922670556796,250.0,5000,1,60008.23
Chevrolet,2016,10,156380,EV,Automatic,Truck,Good,White,1,0,1,,624,590.0,73.33814217099096,250.0,0,1,35858.31
Tesla,2010,16,297490,EV,Automatic,Hatchback,Excellent,Silver,3,0,1,,321,463.0,73.48526677518875,350.0,7500,1,32940.93
Hyundai,2021,5,89064,EV,Automatic,SUV,Excellent,Silver,2,0,0,,291,285.0,91.89421687875453,50.0,5000,1,22057.8
Honda,2022,4,279921,Petrol,CVT,Sedan,Excellent,Black,3,0,1,2.5,202,,,,0,0,7621.62
Toyota,2021,5,227010,Diesel,Manual,Sedan,Excellent,Gray,1,1,1,1.6,385,,,,0,0,2000.0
BMW,2014,12,350000,Hybrid,Manual,Sedan,Good,White,3,0,0,1.0,132,,,,0,0,2000.0
Kia,2025,1,101714,Diesel,Manual,SUV,Good,Green,1,0,0,2.5,211,,,,0,0,12883.34
Ford,2018,8,140231,Diesel,Automatic,Van,Good,Blue,5,0,1,1.5,226,,,,0,0,2000.0
Kia,2013,13,178526,Diesel,Automatic,SUV,Fair,Brown,4,0,1,1.8,406,,,,0,0,2000.0
Polestar,2010,16,241688,EV,Automatic,SUV,Fair,White,1,0,1,,799,337.0,71.77704214470386,11.0,7500,1,25292.72
Toyota,2017,9,140095,Diesel,Automatic,Hatchback,Good,White,2,1,1,3.5,157,,,,0,0,2000.0
Kia,2014,12,350000,Hybrid,Automatic,Hatchback,Excellent,Silver,1,0,1,4.0,460,,,,0,0,2000.0
Tesla,2011,15,255192,EV,Automatic,SUV,Good,Red,2,0,0,,240,238.0,66.73333343778461,50.0,7500,1,55636.38
Nissan,2024,2,99013,EV,Automatic,SUV,Good,Green,1,0,0,,1008,233.0,95.2344132619881,350.0,7500,1,43439.21
Honda,2021,5,157233,Petrol,Manual,SUV,Good,Black,1,0,1,2.5,202,,,,0,0,2000.0
Kia,2010,16,175255,Petrol,Manual,SUV,Good,Blue,1,1,1,2.0,162,,,,0,0,2000.0
Nissan,2023,3,247535,Diesel,Manual,SUV,Good,Brown,1,0,1,1.8,134,,,,0,0,5613.52
Polestar,2021,5,49384,EV,Automatic,Sedan,Excellent,Blue,2,0,0,,247,387.0,92.52514585192922,100.0,5000,1,47206.47
Kia,2021,5,84485,Diesel,Automatic,Sedan,Excellent,Brown,4,0,1,5.0,269,,,,0,0,5289.17
Tesla,2021,5,98371,EV,Automatic,Truck,Excellent,Brown,1,0,1,,804,332.0,85.758855165977,22.0,7500,1,80183.38
Hyundai,2012,14,249181,Petrol,CVT,Sedan,Good,White,4,1,1,2.5,450,,,,0,0,2000.0
Nissan,2018,8,269452,Hybrid,Manual,Sedan,Poor,White,3,0,1,1.0,127,,,,0,0,2000.0
Chevrolet,2010,16,204903,EV,Automatic,SUV,Good,Red,2,1,1,,744,497.0,60.56611656403027,350.0,3500,1,19443.43
Toyota,2013,13,301413,Hybrid,Automatic,Sedan,Excellent,Green,4,0,1,2.0,425,,,,0,0,2000.0
Lucid,2017,9,153292,EV,Automatic,Coupe,Good,Red,1,0,1,,618,290.0,73.61933329946902,11.0,7500,1,89287.38
Kia,2017,9,350000,Petrol,Automatic,Truck,Good,Green,4,1,1,1.0,383,,,,0,0,2000.0
Kia,2019,7,88488,Petrol,CVT,Convertible,Good,Brown,1,0,1,2.5,427,,,,0,0,2000.0
Ford,2021,5,278697,Diesel,Automatic,SUV,Good,Blue,2,0,1,1.4,490,,,,0,0,4426.88
Hyundai,2020,6,315418,Petrol,Automatic,Sedan,Fair,Blue,2,0,1,2.5,450,,,,0,0,2000.0
Audi,2022,4,142876,Diesel,Manual,Hatchback,Good,Green,3,1,1,1.6,390,,,,0,0,40106.24
Hyundai,2020,6,183470,Petrol,Manual,Sedan,Poor,Gray,1,1,1,3.5,251,,,,0,0,6163.71
Honda,2017,9,107720,Diesel,Automatic,SUV,Excellent,Gray,4,0,0,1.8,406,,,,0,0,2000.0
Hyundai,2019,7,149909,EV,Automatic,Truck,Excellent,Brown,1,0,1,,484,278.0,91.09881601109825,250.0,3500,1,14990.83
Subaru,2025,1,138759,Diesel,Automatic,SUV,Excellent,Blue,2,1,1,5.0,392,,,,0,0,21099.19
Toyota,2017,9,76082,Petrol,CVT,Truck,Good,Black,1,0,1,1.6,472,,,,0,0,20238.2
Subaru,2025,1,202128,Petrol,Manual,Sedan,Excellent,Gray,5,0,1,5.0,433,,,,0,0,14138.67
Audi,2013,13,117958,EV,Automatic,Truck,Fair,Silver,1,0,1,,567,537.0,62.98450220827827,11.0,5000,1,37481.93
Rivian,2017,9,149902,EV,Automatic,SUV,Good,Brown,3,0,1,,490,483.0,77.7480811202257,250.0,5000,1,84035.51
Volkswagen,2018,8,177950,Diesel,Manual,Truck,Excellent,Green,3,0,1,1.5,89,,,,0,0,2000.0
Chevrolet,2016,10,118433,EV,Automatic,Hatchback,Good,Silver,5,0,1,,896,414.0,72.57544514678054,250.0,3500,1,33512.13
Kia,2023,3,98782,Petrol,CVT,SUV,Good,Red,4,1,1,4.0,449,,,,0,0,12588.18
Rivian,2021,5,90800,EV,Automatic,Coupe,Good,Green,4,0,1,,1005,424.0,87.4177217244841,250.0,5000,1,81961.87
Audi,2011,15,188361,Hybrid,Automatic,Coupe,Good,Silver,2,1,1,1.8,335,,,,0,0,2000.0
BMW,2018,8,89235,Petrol,Manual,Truck,Excellent,White,2,0,0,5.0,124,,,,0,0,43171.84
Hyundai,2020,6,119733,Diesel,Automatic,SUV,Good,Green,1,1,1,1.4,246,,,,0,0,3375.86
Nissan,2017,9,230384,Hybrid,Automatic,Sedan,Excellent,Gray,2,0,1,4.0,381,,,,0,0,2000.0
Volkswagen,2022,4,156249,Hybrid,Manual,Sedan,Fair,Red,3,0,1,4.0,310,,,,0,0,19364.42
Volkswagen,2014,12,334631,Diesel,Manual,SUV,Poor,Red,4,0,1,3.5,352,,,,0,0,2000.0
Audi,2024,2,221957,Petrol,Automatic,Sedan,Good,White,1,0,1,1.5,161,,,,0,0,20908.28
Nissan,2021,5,112529,Diesel,Automatic,Sedan,Excellent,Black,1,0,1,1.6,305,,,,0,0,2883.79
Honda,2012,14,340673,Petrol,Automatic,Sedan,Good,Blue,2,0,1,1.4,207,,,,0,0,2000.0
Chevrolet,2016,10,137801,Hybrid,Automatic,Sedan,Excellent,Blue,2,0,0,3.0,450,,,,0,0,2000.0
Toyota,2023,3,249517,Petrol,Manual,Convertible,Poor,Black,3,0,1,2.5,402,,,,0,0,2000.0
BMW,2023,3,134107,Petrol,CVT,Sedan,Good,Green,1,1,0,1.5,411,,,,0,0,38622.55
Mercedes,2024,2,45014,EV,Automatic,SUV,Fair,Gray,2,0,1,,1055,514.0,95.36637188248442,11.0,7500,1,101529.72
Audi,2011,15,350000,Hybrid,Automatic,Truck,Good,Red,1,0,1,5.0,147,,,,0,0,2000.0
Kia,2022,4,47890,EV,Automatic,Truck,Good,Black,2,0,0,,994,622.0,92.8091525884867,350.0,5000,1,57479.08
Mercedes,2012,14,138673,Hybrid,Automatic,Hatchback,Good,Red,4,1,1,1.0,88,,,,0,0,23510.96
Tesla,2021,5,107927,EV,Automatic,Truck,Good,Blue,4,1,0,,367,435.0,87.93273238750962,22.0,5000,1,58387.48
Ford,2025,1,29823,Diesel,Automatic,SUV,Poor,Blue,2,0,1,4.0,530,,,,0,0,21633.21
Mercedes,2018,8,143532,EV,Automatic,Sedan,Excellent,Red,1,0,0,,550,517.0,86.38564724102106,250.0,7500,1,19769.28
Ford,2013,13,186845,Petrol,CVT,Hatchback,Excellent,Black,2,0,0,1.8,131,,,,0,0,2000.0
Toyota,2013,13,270884,Diesel,Manual,Sedan,Excellent,White,3,1,1,3.5,197,,,,0,0,2000.0
Hyundai,2012,14,279379,Hybrid,Manual,SUV,Fair,Red,1,0,1,1.6,425,,,,0,0,2000.0
Hyundai,2014,12,350000,Petrol,Manual,SUV,Excellent,Black,1,0,1,1.4,180,,,,0,0,2000.0
Hyundai,2012,14,295622,Diesel,Manual,Coupe,Good,White,1,1,0,2.5,191,,,,0,0,2000.0
Tesla,2018,8,158269,EV,Automatic,Convertible,Excellent,Gray,1,0,1,,1027,391.0,87.65734332230552,100.0,5000,1,88191.26
Mercedes,2024,2,40560,Diesel,Manual,SUV,Good,Red,3,0,1,2.5,491,,,,0,0,51738.68
Nissan,2012,14,319669,Hybrid,Manual,Coupe,Excellent,Blue,1,0,1,2.5,393,,,,0,0,2000.0
Chevrolet,2011,15,192314,EV,Automatic,Hatchback,Good,Silver,3,0,0,,1078,309.0,79.28958912119666,350.0,3500,1,15560.62
Tesla,2021,5,105820,EV,Automatic,Sedan,Fair,Silver,2,0,1,,980,343.0,92.18687019949442,150.0,5000,1,71429.69
Toyota,2014,12,342110,Hybrid,CVT,Truck,Excellent,Brown,2,1,1,1.8,138,,,,0,0,2000.0
Mercedes,2025,1,212303,Petrol,Automatic,Hatchback,Excellent,Brown,2,0,0,1.0,116,,,,0,0,25545.45
Mercedes,2015,11,196119,Petrol,Manual,Coupe,Excellent,Blue,2,0,1,2.0,183,,,,0,0,57760.49
Audi,2010,16,143061,Petrol,Manual,Coupe,Excellent,Brown,4,1,0,1.6,315,,,,0,0,19792.79
Chevrolet,2023,3,142500,Hybrid,Automatic,Hatchback,Excellent,Black,2,1,0,1.4,117,,,,0,0,11529.54
Chevrolet,2021,5,76287,EV,Automatic,Sedan,Good,Green,1,0,0,,255,259.0,86.46506428153252,11.0,5000,1,37083.89
Hyundai,2020,6,147059,Petrol,Automatic,Van,Excellent,Red,2,0,1,1.5,94,,,,0,0,11414.29
Volkswagen,2015,11,133988,Petrol,Manual,Van,Good,Red,1,0,1,1.0,223,,,,0,0,2000.0
Nissan,2019,7,139510,Petrol,CVT,Truck,Excellent,Red,2,0,1,2.5,390,,,,0,0,4250.62
Kia,2012,14,330338,Hybrid,Manual,SUV,Good,Blue,2,0,1,4.0,329,,,,0,0,2000.0
Polestar,2013,13,120295,EV,Automatic,SUV,Good,Green,1,0,0,,983,368.0,64.47107517522569,22.0,7500,1,44721.25
Toyota,2015,11,335817,Petrol,CVT,SUV,Good,Green,1,0,1,2.5,361,,,,0,0,2000.0
Ford,2017,9,290455,Petrol,Manual,SUV,Fair,Black,1,0,0,4.0,318,,,,0,0,2000.0
Toyota,2024,2,95923,Petrol,Manual,Truck,Good,Black,3,0,0,4.0,374,,,,0,0,18289.17
Hyundai,2018,8,84840,Hybrid,Automatic,Truck,Excellent,Blue,1,0,1,3.5,520,,,,0,0,2000.0
Rivian,2015,11,138476,EV,Automatic,Coupe,Good,Green,3,0,1,,772,501.0,84.3163934698456,50.0,3500,1,87854.22
Ford,2025,1,120965,Hybrid,Automatic,Sedan,Excellent,Silver,1,0,1,3.0,463,,,,0,0,31227.22
Lucid,2016,10,173857,EV,Automatic,Sedan,Excellent,Blue,3,0,0,,474,424.0,74.29293433895214,150.0,7500,1,89877.27
Toyota,2024,2,91794,Petrol,CVT,Van,Excellent,Red,1,1,0,5.0,511,,,,0,0,11787.95
Lucid,2023,3,51374,EV,Automatic,Coupe,Excellent,Green,1,0,0,,802,366.0,91.90112160785704,150.0,3500,1,117712.89
Mercedes,2014,12,157747,EV,Automatic,SUV,Good,Black,2,0,0,,228,294.0,78.07994927560947,150.0,3500,1,63981.4
Honda,2023,3,242462,Petrol,Manual,Sedan,Poor,Gray,4,0,1,3.0,244,,,,0,0,2000.0
Tesla,2021,5,83254,EV,Automatic,Truck,Excellent,Brown,3,1,1,,946,624.0,94.89332589304729,100.0,7500,1,51196.98
Ford,2024,2,63661,Petrol,Automatic,Sedan,Excellent,Red,2,0,1,2.0,179,,,,0,0,19992.0
Ford,2018,8,164274,Petrol,CVT,Sedan,Poor,Silver,1,0,0,2.0,141,,,,0,0,2000.0
BMW,2013,13,293671,Petrol,Manual,Coupe,Good,Green,2,1,0,2.5,140,,,,0,0,17332.27
Nissan,2019,7,320588,Petrol,Automatic,Convertible,Good,Brown,4,1,1,1.5,281,,,,0,0,2000.0
Chevrolet,2020,6,233717,Petrol,Automatic,Coupe,Excellent,Green,3,0,1,4.0,197,,,,0,0,2000.0
BMW,2015,11,220967,Diesel,Automatic,Sedan,Good,Green,1,0,1,1.0,87,,,,0,0,32495.51
Hyundai,2014,12,109064,EV,Automatic,SUV,Excellent,Brown,4,0,1,,277,491.0,70.80604688935577,11.0,7500,1,2000.0
Kia,2010,16,326161,Petrol,Automatic,Sedan,Good,Green,1,0,1,2.0,185,,,,0,0,2000.0
Ford,2014,12,322846,Diesel,Automatic,SUV,Good,Black,5,1,0,1.8,371,,,,0,0,2000.0
Audi,2022,4,90687,Diesel,Automatic,Truck,Fair,Silver,3,0,1,1.4,548,,,,0,0,20800.68
Honda,2014,12,122999,Petrol,Automatic,Truck,Fair,White,3,0,1,1.6,135,,,,0,0,2000.0
Honda,2023,3,128482,Petrol,CVT,SUV,Excellent,Blue,2,0,1,1.8,124,,,,0,0,10200.11
Kia,2018,8,155292,EV,Automatic,Truck,Poor,Blue,4,0,1,,956,557.0,90.02619448541519,22.0,5000,1,33989.79
Honda,2010,16,295962,Petrol,CVT,Truck,Good,Brown,4,1,0,1.6,99,,,,0,0,2000.0
Chevrolet,2024,2,141293,Petrol,Automatic,Convertible,Excellent,Silver,1,0,0,4.0,526,,,,0,0,15011.03
Kia,2014,12,314340,Hybrid,Manual,SUV,Excellent,White,3,0,0,1.6,262,,,,0,0,2000.0
Honda,2024,2,233015,Petrol,CVT,SUV,Good,Brown,1,0,0,5.0,497,,,,0,0,12827.22
Chevrolet,2016,10,320789,Petrol,CVT,Hatchback,Fair,Brown,1,0,1,2.0,181,,,,0,0,2000.0
Ford,2020,6,144482,Petrol,Automatic,Sedan,Excellent,Red,4,0,1,1.6,442,,,,0,0,7485.58
Polestar,2015,11,102123,EV,Automatic,SUV,Good,Gray,1,1,1,,515,349.0,81.02135421463308,150.0,5000,1,39928.52
Tesla,2015,11,168046,EV,Automatic,Truck,Good,Gray,2,0,1,,412,366.0,71.35107349584283,11.0,5000,1,30701.98
Nissan,2021,5,99470,Diesel,Automatic,Sedan,Fair,Gray,2,0,1,1.8,283,,,,0,0,11251.57
Chevrolet,2025,1,18163,Petrol,Manual,Sedan,Excellent,Silver,2,1,0,1.5,280,,,,0,0,9714.24
Toyota,2016,10,218353,Hybrid,CVT,SUV,Fair,Black,3,0,1,3.0,122,,,,0,0,6998.42
Hyundai,2015,11,300749,Petrol,Manual,SUV,Excellent,Brown,2,0,1,1.5,414,,,,0,0,2000.0
Polestar,2014,12,194138,EV,Automatic,Coupe,Fair,Blue,4,1,0,,399,439.0,86.14019114236264,11.0,7500,1,36134.19
Hyundai,2025,1,210318,Hybrid,Automatic,SUV,Good,White,4,0,1,3.0,81,,,,0,0,2000.0
Nissan,2019,7,303430,Petrol,Automatic,Sedan,Excellent,White,2,0,1,1.4,524,,,,0,0,3844.22
Rivian,2014,12,80316,EV,Automatic,Van,Poor,Green,2,1,0,,845,355.0,85.32680243711773,11.0,7500,1,39164.7
Ford,2018,8,103857,Diesel,Automatic,Hatchback,Fair,Brown,1,1,0,4.0,477,,,,0,0,7713.19
Ford,2023,3,119234,Diesel,CVT,Sedan,Good,Gray,2,1,1,2.5,249,,,,0,0,15459.65
Hyundai,2017,9,121928,Hybrid,Manual,SUV,Good,Red,3,0,1,5.0,222,,,,0,0,2000.0
Audi,2023,3,74307,Hybrid,Manual,Truck,Excellent,Gray,2,0,1,2.0,172,,,,0,0,28301.51
Nissan,2021,5,295938,Hybrid,Manual,Sedan,Good,Green,4,0,1,5.0,201,,,,0,0,2000.0
Rivian,2024,2,92070,EV,Automatic,Convertible,Good,Green,1,0,0,,294,451.0,96.20951549289803,50.0,0,1,76153.49
Mercedes,2019,7,258026,Petrol,CVT,SUV,Good,Red,4,0,1,1.4,473,,,,0,0,38555.02
Ford,2023,3,282368,Hybrid,Automatic,Coupe,Good,Green,2,0,0,1.6,519,,,,0,0,2000.0
Volkswagen,2013,13,350000,Petrol,Automatic,SUV,Good,White,1,0,1,1.4,452,,,,0,0,2000.0
Ford,2013,13,286228,Hybrid,CVT,SUV,Excellent,Blue,2,0,1,1.8,335,,,,0,0,2000.0
Nissan,2019,7,229713,Hybrid,Automatic,Truck,Poor,White,1,1,1,1.5,516,,,,0,0,6183.46
Audi,2014,12,315840,Hybrid,CVT,SUV,Fair,Gray,4,0,1,2.0,329,,,,0,0,34585.94
Hyundai,2022,4,183405,Diesel,Automatic,Truck,Good,Gray,3,0,1,3.5,184,,,,0,0,2000.0
Toyota,2022,4,34043,Petrol,Automatic,SUV,Good,Silver,2,0,1,4.0,393,,,,0,0,12432.81
Hyundai,2012,14,340097,Hybrid,Automatic,Convertible,Excellent,Gray,5,0,1,2.5,309,,,,0,0,2000.0
Tesla,2024,2,65419,EV,Automatic,Sedan,Poor,Silver,4,0,1,,660,210.0,94.9152602658587,350.0,7500,1,75739.1
Chevrolet,2017,9,129523,EV,Automatic,Sedan,Excellent,Blue,4,0,1,,383,306.0,81.30492291139882,150.0,3500,1,6065.5
Honda,2016,10,188272,Petrol,CVT,Sedan,Excellent,Gray,1,0,0,1.0,544,,,,0,0,2000.0
Kia,2014,12,350000,Hybrid,Automatic,Hatchback,Excellent,Green,1,1,1,1.0,453,,,,0,0,2000.0
Nissan,2019,7,259940,Petrol,Automatic,Sedan,Good,Gray,3,0,1,1.5,329,,,,0,0,2000.0
Ford,2012,14,256320,Diesel,Automatic,Sedan,Excellent,Brown,1,0,1,2.5,187,,,,0,0,2000.0
Toyota,2024,2,59884,Petrol,Automatic,Sedan,Fair,White,1,0,1,3.5,141,,,,0,0,11909.58
Toyota,2014,12,323557,Petrol,CVT,Convertible,Good,Gray,1,0,1,2.0,136,,,,0,0,2000.0
Hyundai,2012,14,316824,Petrol,Automatic,Hatchback,Fair,Blue,1,0,1,2.5,330,,,,0,0,2000.0
Hyundai,2025,1,227891,Diesel,Automatic,Coupe,Excellent,Green,3,0,0,5.0,526,,,,0,0,19802.28
Chevrolet,2019,7,228869,Diesel,Automatic,SUV,Good,Red,1,0,0,1.5,211,,,,0,0,2000.0
Ford,2014,12,350000,Petrol,CVT,Sedan,Good,Black,2,0,1,5.0,157,,,,0,0,2000.0
Audi,2025,1,96102,Hybrid,CVT,Convertible,Good,White,1,0,1,3.0,439,,,,0,0,36620.43
Hyundai,2010,16,313311,Petrol,Automatic,Sedan,Poor,Blue,2,0,0,4.0,431,,,,0,0,2000.0
Tesla,2025,1,55771,EV,Automatic,Sedan,Good,Silver,4,0,1,,627,204.0,98.86598268914294,22.0,7500,1,96572.78
Subaru,2015,11,100631,Petrol,Automatic,SUV,Excellent,Green,2,0,0,1.5,458,,,,0,0,2000.0
Honda,2019,7,172229,Petrol,CVT,SUV,Excellent,Green,1,0,1,1.4,497,,,,0,0,16027.71
Kia,2025,1,37535,Petrol,Automatic,Van,Fair,White,1,1,1,3.5,367,,,,0,0,10839.26
Audi,2025,1,43753,EV,Automatic,Sedan,Excellent,Gray,1,0,0,,642,615.0,98.34733186363579,11.0,7500,1,83904.71
Audi,2013,13,209455,EV,Automatic,Convertible,Poor,White,2,0,1,,272,356.0,67.18922829978372,250.0,7500,1,7035.37
Kia,2013,13,195334,Petrol,Automatic,Truck,Excellent,Silver,4,0,1,4.0,533,,,,0,0,2000.0
Kia,2025,1,163692,Diesel,CVT,SUV,Fair,Red,5,0,1,4.0,375,,,,0,0,9495.18
Subaru,2017,9,239329,Petrol,Manual,Hatchback,Fair,Black,4,0,0,3.5,114,,,,0,0,7336.9
Honda,2011,15,322588,Petrol,Automatic,SUV,Excellent,Red,2,0,1,1.6,94,,,,0,0,2000.0
Honda,2013,13,350000,Petrol,CVT,SUV,Fair,Gray,2,0,1,1.6,386,,,,0,0,2000.0
Kia,2024,2,215440,Petrol,CVT,Sedan,Excellent,Blue,1,0,0,2.0,99,,,,0,0,2000.0
Chevrolet,2011,15,347451,Hybrid,Automatic,Hatchback,Excellent,Green,1,1,1,1.4,372,,,,0,0,2000.0
Ford,2010,16,341754,Petrol,Automatic,Hatchback,Excellent,Black,4,0,0,4.0,117,,,,0,0,2000.0
Toyota,2019,7,50956,Hybrid,Automatic,Coupe,Fair,Green,4,1,0,1.0,228,,,,0,0,9996.18
Toyota,2022,4,101961,Petrol,Automatic,Coupe,Excellent,Red,1,1,1,4.0,295,,,,0,0,16256.83
Rivian,2022,4,94022,EV,Automatic,Sedan,Good,Brown,1,0,1,,836,333.0,93.65603055907667,150.0,3500,1,77422.59
Ford,2012,14,154194,Petrol,CVT,SUV,Fair,Silver,2,1,1,5.0,179,,,,0,0,2000.0
BMW,2021,5,169385,Hybrid,Manual,Sedan,Good,Black,1,0,0,1.8,517,,,,0,0,43252.16
Ford,2017,9,201891,Diesel,Automatic,Truck,Good,Blue,1,0,1,1.4,472,,,,0,0,2000.0
Mercedes,2015,11,156362,EV,Automatic,Sedan,Poor,Blue,2,0,1,,947,647.0,84.54511699796848,250.0,7500,1,52455.66
Toyota,2021,5,93554,Petrol,Automatic,SUV,Good,White,2,0,1,1.0,505,,,,0,0,7129.55
Chevrolet,2016,10,247389,Petrol,CVT,Hatchback,Good,Black,4,1,1,1.5,180,,,,0,0,2000.0
Toyota,2011,15,254701,Diesel,Manual,Convertible,Good,White,2,0,0,1.8,479,,,,0,0,2000.0
Nissan,2015,11,242724,Hybrid,CVT,SUV,Poor,Gray,2,1,1,1.0,442,,,,0,0,2000.0
Ford,2023,3,162201,Petrol,Automatic,Coupe,Good,Silver,2,0,1,1.6,359,,,,0,0,6520.02
Chevrolet,2017,9,263822,Diesel,CVT,Sedan,Good,Gray,1,0,1,4.0,83,,,,0,0,2000.0
Rivian,2017,9,113030,EV,Automatic,SUV,Good,Blue,2,0,1,,817,531.0,73.16254324423764,100.0,5000,1,78744.6
Hyundai,2013,13,208103,Hybrid,Manual,Truck,Excellent,Blue,5,0,1,5.0,197,,,,0,0,2000.0
Chevrolet,2015,11,266439,Hybrid,Automatic,Hatchback,Poor,Blue,1,1,1,5.0,230,,,,0,0,2000.0
BMW,2023,3,260001,Hybrid,Automatic,Sedan,Good,Green,3,0,1,5.0,121,,,,0,0,19179.93
BMW,2014,12,292423,Diesel,Manual,Sedan,Poor,Brown,3,0,0,2.5,549,,,,0,0,2000.0
Hyundai,2018,8,143465,EV,Automatic,SUV,Poor,Blue,3,0,1,,1049,348.0,79.38422008860104,50.0,3500,1,31128.65
Subaru,2017,9,309222,Petrol,Automatic,Coupe,Fair,Green,2,0,1,1.5,529,,,,0,0,2000.0
Hyundai,2011,15,301990,Petrol,Manual,Sedan,Excellent,Black,1,1,0,1.6,427,,,,0,0,2000.0
Chevrolet,2021,5,191754,Petrol,Automatic,Sedan,Excellent,Brown,4,0,1,1.6,196,,,,0,0,10378.6
Kia,2025,1,26829,Hybrid,Automatic,Sedan,Good,Black,1,0,1,2.5,98,,,,0,0,16489.23
Tesla,2022,4,105979,EV,Automatic,SUV,Good,Green,2,0,0,,972,462.0,88.37274087525422,50.0,7500,1,84152.06
Toyota,2016,10,293659,Petrol,Manual,Hatchback,Good,Blue,3,0,1,5.0,491,,,,0,0,2000.0
Chevrolet,2025,1,88191,EV,Automatic,SUV,Excellent,Red,4,0,0,,854,372.0,98.17587815667676,150.0,7500,1,38801.05
Polestar,2016,10,118477,EV,Automatic,Sedan,Excellent,Gray,2,0,1,,710,294.0,85.86029553427436,50.0,5000,1,39857.01
Honda,2020,6,234943,Petrol,Manual,Sedan,Good,Silver,2,0,1,3.0,315,,,,0,0,2000.0
Kia,2023,3,199469,Petrol,Automatic,Sedan,Good,Silver,2,0,1,5.0,337,,,,0,0,6014.82
Ford,2023,3,89237,Diesel,Manual,Truck,Poor,Red,2,0,1,5.0,86,,,,0,0,7387.42
Chevrolet,2021,5,95585,Hybrid,Automatic,SUV,Poor,Gray,1,0,1,3.5,203,,,,0,0,11130.87
Toyota,2010,16,261263,Diesel,Automatic,Sedan,Fair,Gray,1,0,0,3.5,80,,,,0,0,2000.0
Tesla,2010,16,204674,EV,Automatic,Hatchback,Excellent,Gray,2,1,1,,919,410.0,73.95019004747942,50.0,7500,1,56932.34
